system:index,Image+_Date,2BDA,3BDA,AreaSqKm,CI,Date,FLHV,Lake,Lake No,Longitude,NDCI,OC2,OC3,.geo
LC08_069014_20160610_16,6/10/16,1.768211921,0.205128205,0.501,-0.01667335,41167.5625,-1.00E-04,West Crazy Lake,15,-146.596,0.277511962,1.005128205,0.979487179,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.596,65.9286111]}"
LC08_069014_20160610_4,6/10/16,1.315508021,0.261029412,0.967,-0.02170152,40342,0,Greenpepper Lake,3,-146.731136,0.136258661,1,0.948529412,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.731136,66.095279]}"
LC08_069014_20160626_5,6/26/16,0.882352941,1.023255814,0.747,-0.01926372,41166.73264,-0.0142,Sands of Time,4,-147.544,-0.0625,1.825581395,1.51744186,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.544,66.0339167]}"
LC08_069014_20160626_23,6/26/16,0.058823529,2.071428571,4.229,7.98E-04,41166.6875,0.0013,Twin Lake,22,-147.493,-0.888888889,0.071428571,0.857142857,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.493,66.1859722]}"
LC08_069014_20160626_24,6/26/16,1.653846154,1.241758242,0.557,-0.00986709,41166.64583,-0.0084,Shack Lake,23,-148.114,0.246376812,1.923076923,1.527472527,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-148.114,66.29375]}"
LC08_069014_20160626_7,6/26/16,0.8,0.605263158,2.832,-0.00845278,40710,-0.0014,Canvasback Lake,6,-146.358557,-0.111111111,1.122807018,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.358557,66.384025]}"
LC08_069014_20160626_12,6/26/16,0.948051948,0.008888889,1.746,-0.014516,40711,0.0075,YF17,11,-146.267024,-0.026666667,0.666666667,0.693333333,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.267024,66.320636]}"
LC08_069014_20160626_9,6/26/16,0.567567568,0.625,4.555,-0.00719712,40710,-6.00E-04,Scoter Lake,8,-146.411736,-0.275862069,1.057692308,0.980769231,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.411736,66.235088]}"
LC08_069014_20160626_20,6/26/16,0.362204724,-0.051948052,0.988,-0.0118727,41167.44097,0.0036,Thumb Lake,19,-146.144,-0.468208092,0.766233766,0.772727273,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.144,66.17525]}"
LC08_069014_20160712_5,7/12/16,1.5,0.831460674,0.747,-0.00957645,41166.73264,-0.0064,Sands of Time,4,-147.544,0.2,1.719101124,1.303370787,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.544,66.0339167]}"
LC08_069014_20160712_23,7/12/16,0.675675676,0.987804878,4.229,-0.0090983,41166.6875,-0.0066,Twin Lake,22,-147.493,-0.193548387,1.804878049,1.43902439,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.493,66.1859722]}"
LC08_069014_20160712_24,7/12/16,1.4,1.21978022,0.557,-0.01089798,41166.64583,-0.0096,Shack Lake,23,-148.114,0.166666667,2.054945055,1.604395604,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-148.114,66.29375]}"
LC08_069014_20160712_19,7/12/16,0.424657534,0.467213115,1.292,-0.01102428,40711,-0.0031,YF14,18,-146.948035,-0.403846154,1.254098361,1.06557377,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_069014_20160712_7,7/12/16,0.784313725,0.645454545,2.832,-0.0095355,40710,-0.0034,Canvasback Lake,6,-146.358557,-0.120879121,1.309090909,1.109090909,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.358557,66.384025]}"
LC08_069014_20160712_2,7/12/16,0.47311828,0.31875,0.155,-0.0116644,40707,0.0012,Lake_1-46-3,1,-146.774584,-0.357664234,0.925,0.9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.774584,66.204813]}"
LC08_069014_20160712_14,7/12/16,0.765957447,0.660194175,0.288,-0.0088146,40707,-0.003,Lake_1-46-2,13,-146.790458,-0.13253012,1.291262136,1.116504854,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.790458,66.195409]}"
LC08_069014_20160712_3,7/12/16,1,0.715909091,0.781,-0.00869424,40711,-0.0042,Abraham Lake,2,-146.719589,0,1.477272727,1.25,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.719589,66.188766]}"
LC08_069014_20160712_15,7/12/16,0.353846154,0.109090909,3.331,-0.0137186,40345,0.0063,Ninemile Lake,14,-146.660943,-0.477272727,0.713636364,0.7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.660943,66.185801]}"
LC08_069014_20160712_9,7/12/16,0.764705882,0.631147541,4.555,-0.00985356,40710,-0.0029,Scoter Lake,8,-146.411736,-0.133333333,1.237704918,1.049180328,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.411736,66.235088]}"
LC08_069014_20160712_6,7/12/16,1.195121951,0.725274725,0.734,-0.00770713,40710,-0.0025,Boot Lake,5,-146.27048,0.088888889,1.274725275,1.175824176,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.27048,66.07318]}"
LC08_069014_20160712_20,7/12/16,0.402777778,-0.093567251,0.988,-0.01356949,41167.44097,0.0034,Thumb Lake,19,-146.144,-0.425742574,0.801169591,0.748538012,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.144,66.17525]}"
LC08_069014_20160712_16,7/12/16,2.285714286,0.921052632,0.501,-0.00753372,41167.5625,-0.0049,West Crazy Lake,15,-146.596,0.391304348,1.644736842,1.289473684,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.596,65.9286111]}"
LC08_069014_20160712_4,7/12/16,0.815789474,0.676258993,0.967,-0.00865258,40342,-1.00E-04,Greenpepper Lake,3,-146.731136,-0.101449275,1.007194245,0.949640288,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.731136,66.095279]}"
LC08_069014_20160813_23,8/13/16,1.016806723,0.766467066,4.229,-0.02054025,41166.6875,-0.0139,Twin Lake,22,-147.493,0.008333333,1.832335329,1.479041916,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.493,66.1859722]}"
LC08_069014_20160813_19,8/13/16,0.466666667,0.532258065,1.292,-0.01219,40711,-0.0051,YF14,18,-146.948035,-0.363636364,1.411290323,1.137096774,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_069014_20160813_7,8/13/16,1.989583333,0.208333333,2.832,-0.0219436,40710,-0.0029,Canvasback Lake,6,-146.358557,0.331010453,1.120833333,1.008333333,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.358557,66.384025]}"
LC08_069014_20160813_2,8/13/16,0.422680412,0.367088608,0.155,-0.0128313,40707,-0.001,Lake_1-46-3,1,-146.774584,-0.405797101,1.063291139,0.981012658,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.774584,66.204813]}"
LC08_069014_20160813_14,8/13/16,0.505263158,0.27972028,0.288,-0.01170537,40707,-3.00E-04,Lake_1-46-2,13,-146.790458,-0.328671329,1.020979021,0.944055944,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.790458,66.195409]}"
LC08_069014_20160813_3,8/13/16,0.835443038,0.547008547,0.781,-0.01181686,40711,-0.0046,Abraham Lake,2,-146.719589,-0.089655172,1.393162393,1.222222222,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.719589,66.188766]}"
LC08_069014_20160813_15,8/13/16,0.44198895,0.122112211,3.331,-0.01916376,40345,0.0076,Ninemile Lake,14,-146.660943,-0.38697318,0.749174917,0.719471947,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.660943,66.185801]}"
LC08_069014_20160813_20,8/13/16,1.003115265,0.076294278,0.988,-0.0315044,41167.44097,8.00E-04,Thumb Lake,19,-146.144,0.00155521,0.978201635,0.950953678,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.144,66.17525]}"
LC08_069014_20160813_16,8/13/16,1.806451613,0.556603774,0.501,-0.01008164,41167.5625,-0.0038,West Crazy Lake,15,-146.596,0.287356322,1.358490566,1.141509434,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.596,65.9286111]}"
LC08_069014_20160813_4,8/13/16,0.62962963,0.472826087,0.967,-0.01204,40342,0.0015,Greenpepper Lake,3,-146.731136,-0.227272727,0.918478261,0.913043478,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.731136,66.095279]}"
LC08_069014_20160829_5,8/29/16,1.47107438,0.28807947,0.747,-0.02879874,41166.73264,-0.0069,Sands of Time,4,-147.544,0.190635452,1.228476821,1.089403974,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.544,66.0339167]}"
LC08_069014_20160829_23,8/29/16,1.959183673,0.468421053,4.229,-0.020202,41166.6875,-0.0083,Twin Lake,22,-147.493,0.324137931,1.436842105,1.242105263,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.493,66.1859722]}"
LC08_069014_20160829_24,8/29/16,1.125,1.09009009,0.557,-0.01315141,41166.64583,-0.0102,Shack Lake,23,-148.114,0.058823529,1.918918919,1.594594595,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-148.114,66.29375]}"
LC08_069014_20160829_19,8/29/16,0.547619048,0.817204301,1.292,-0.00961772,40711,-0.0061,YF14,18,-146.948035,-0.292307692,1.655913978,1.268817204,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_069014_20160829_2,8/29/16,0.322916667,0.363636364,0.155,-0.012115,40707,0,Lake_1-46-3,1,-146.774584,-0.511811024,1,0.987012987,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.774584,66.204813]}"
LC08_069014_20160829_14,8/29/16,0.197802198,0.226277372,0.288,-0.01050408,40707,0.0012,Lake_1-46-2,13,-146.790458,-0.669724771,0.912408759,0.890510949,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.790458,66.195409]}"
LC08_069014_20160829_3,8/29/16,0.826086957,0.768292683,0.781,-0.00821306,40711,-0.0039,Abraham Lake,2,-146.719589,-0.095238095,1.475609756,1.329268293,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.719589,66.188766]}"
LC08_069014_20160829_15,8/29/16,0.445454545,0.153846154,3.331,-0.01265088,40345,0.0054,Ninemile Lake,14,-146.660943,-0.383647799,0.740384615,0.682692308,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.660943,66.185801]}"
LC08_069014_20160829_9,8/29/16,0.850340136,0.274774775,4.555,-0.01849086,40710,-0.0018,Scoter Lake,8,-146.411736,-0.080882353,1.081081081,0.936936937,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.411736,66.235088]}"
LC08_069014_20160829_16,8/29/16,1,1.115384615,0.501,-0.00504696,41167.5625,-0.0034,West Crazy Lake,15,-146.596,0,1.653846154,1.423076923,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.596,65.9286111]}"
LC08_069014_20160829_4,8/29/16,0.916666667,0.154716981,0.967,-0.01756685,40342,0.005,Greenpepper Lake,3,-146.731136,-0.043478261,0.811320755,0.743396226,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.731136,66.095279]}"
LC08_070013_20160617_23,6/17/16,1.581920904,0.152073733,4.229,-0.01932332,41166.6875,-0.001,Twin Lake,22,-147.493,0.225382932,1.046082949,0.967741935,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.493,66.1859722]}"
LC08_070013_20160617_24,6/17/16,1.570048309,0.266159696,0.557,-0.02377974,41166.64583,-0.0032,Shack Lake,23,-148.114,0.221804511,1.121673004,1.053231939,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-148.114,66.29375]}"
LC08_070013_20160617_19,6/17/16,1.15,-0.050505051,1.292,-0.01709512,40711,0.0022,YF14,18,-146.948035,0.069767442,0.888888889,0.858585859,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_070013_20160617_17,6/17/16,0.389534884,-0.370165746,0.593,-0.01257759,40710,0.0092,YF20,16,-145.774929,-0.439330544,0.491712707,0.580110497,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.774929,66.637751]}"
LC08_070013_20160617_10,6/17/16,0.596491228,-0.131782946,0.68,-0.00954716,40707,0.0047,YF03,9,-145.691556,-0.252747253,0.635658915,0.751937984,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.691556,66.65232]}"
LC08_070013_20160617_13,6/17/16,0.773333333,-0.010869565,0.79,-0.00672396,41165.45139,0.003,YF09,12,-145.7015556,-0.127819549,0.673913043,0.804347826,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.7015556,66.707]}"
LC08_070013_20160617_22,6/17/16,0.964285714,0.06097561,3.413,-0.00536062,40710,0.0029,Twelvemile Lake,21,-145.54564,-0.018181818,0.646341463,0.743902439,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.54564,66.44966]}"
LC08_070013_20160617_21,6/17/16,0.945454545,0.013333333,1.17,-0.0048265,41167.39583,0.0032,Buddy Lake,20,-145.44285,-0.028037383,0.573333333,0.746666667,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.44285,66.43065]}"
LC08_070013_20160617_25,6/17/16,0.567010309,-0.04964539,1.164,-0.00811453,40711,0.0071,YF02,24,-145.866087,-0.276315789,0.496453901,0.638297872,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.866087,66.538895]}"
LC08_070013_20160617_8,6/17/16,1.082474227,-0.01369863,0.268,-0.00864012,40707,0.0065,YF04,7,-146.186808,0.03960396,0.554794521,0.650684932,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.186808,66.501153]}"
LC08_070013_20160617_7,6/17/16,0.757894737,-0.025423729,2.832,-0.00922698,40710,0.0024,Canvasback Lake,6,-146.358557,-0.137724551,0.796610169,0.779661017,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.358557,66.384025]}"
LC08_070013_20160617_12,6/17/16,0.62173913,-0.341549296,1.746,-0.01612872,40711,0.0172,YF17,11,-146.267024,-0.233243968,0.394366197,0.468309859,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.267024,66.320636]}"
LC08_070013_20160617_2,6/17/16,1.137055838,-0.029787234,0.155,-0.01758285,40707,0.0063,Lake_1-46-3,1,-146.774584,0.064133017,0.731914894,0.808510638,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.774584,66.204813]}"
LC08_070013_20160617_14,6/17/16,1.484210526,0.138211382,0.288,-0.01004662,40707,0.0012,Lake_1-46-2,13,-146.790458,0.194915254,0.902439024,0.910569106,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.790458,66.195409]}"
LC08_070013_20160617_3,6/17/16,1.379310345,0.128571429,0.781,-0.0124902,40711,-1.00E-04,Abraham Lake,2,-146.719589,0.15942029,1.007142857,0.957142857,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.719589,66.188766]}"
LC08_070013_20160617_15,6/17/16,0.831325301,-0.097087379,3.331,-0.01433406,40345,0.0073,Ninemile Lake,14,-146.660943,-0.092105263,0.645631068,0.708737864,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.660943,66.185801]}"
LC08_070013_20160617_9,6/17/16,1.08974359,0.117647059,4.555,-0.00839532,40710,0.0025,Scoter Lake,8,-146.411736,0.042944785,0.789915966,0.773109244,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.411736,66.235088]}"
LC08_070013_20160617_6,6/17/16,1.184210526,0.076923077,0.734,-0.0078336,40710,0.002,Boot Lake,5,-146.27048,0.084337349,0.807692308,0.807692308,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.27048,66.07318]}"
LC08_070013_20160617_20,6/17/16,0.826530612,-0.211009174,0.988,-0.00860816,41167.44097,0.0031,Thumb Lake,19,-146.144,-0.094972067,0.71559633,0.688073394,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.144,66.17525]}"
LC08_070013_20160617_4,6/17/16,1.403508772,0.222222222,0.967,-0.0125802,40342,0.0033,Greenpepper Lake,3,-146.731136,0.167883212,0.816666667,0.855555556,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.731136,66.095279]}"
LC08_070013_20160617_18,6/17/16,0.950819672,0.08974359,1.627,-0.00694002,40711,-2.00E-04,YF08,17,-145.558603,-0.025210084,1.025641026,0.871794872,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.558603,66.703426]}"
LC08_070013_20160617_11,6/17/16,0.768292683,-0.009803922,1.625,-0.00749394,41165.40625,0.0031,YF18,10,-145.7885278,-0.131034483,0.696078431,0.794117647,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.7885278,66.7845]}"
LC08_070013_20160719_19,7/19/16,0.588235294,0.297297297,1.292,-0.00884909,40711,-2.00E-04,YF14,18,-146.948035,-0.259259259,1.018018018,0.90990991,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_070013_20160719_13,7/19/16,0.312883436,0.22972973,0.79,-0.01901644,41165.45139,-0.0013,YF09,12,-145.7015556,-0.523364486,1.058558559,0.963963964,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.7015556,66.707]}"
LC08_070013_20160719_7,7/19/16,0.878787879,0.193370166,2.832,-0.01479433,40710,6.00E-04,Canvasback Lake,6,-146.358557,-0.064516129,0.966850829,0.922651934,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.358557,66.384025]}"
LC08_070013_20160719_6,7/19/16,0.779220779,0.515873016,0.734,-0.012185,40710,-0.0047,Boot Lake,5,-146.27048,-0.124087591,1.373015873,1.126984127,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.27048,66.07318]}"
LC08_070013_20160719_11,7/19/16,1.076923077,0.493333333,1.625,-0.005713,41165.40625,-2.00E-04,YF18,10,-145.7885278,0.037037037,1.026666667,1.013333333,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.7885278,66.7845]}"
LC08_070013_20160905_24,9/5/16,0.742857143,0.696428571,0.557,-0.01119352,41166.64583,-0.0047,Shack Lake,23,-148.114,-0.147540984,1.419642857,1.321428571,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-148.114,66.29375]}"
LC08_070013_20160905_19,9/5/16,0.636363636,0.373333333,1.292,-0.006107,40711,-5.00E-04,YF14,18,-146.948035,-0.222222222,1.066666667,0.96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_070013_20160905_17,9/5/16,0.3125,-0.272108844,0.593,-0.00766774,40710,0.0101,YF20,16,-145.774929,-0.523809524,0.31292517,0.489795918,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.774929,66.637751]}"
LC08_070013_20160905_10,9/5/16,0.344827586,-0.124031008,0.68,-0.00662456,40707,0.008,YF03,9,-145.691556,-0.487179487,0.379844961,0.550387597,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.691556,66.65232]}"
LC08_070013_20160905_13,9/5/16,0.6,-0.075949367,0.79,-0.00329707,41165.45139,0.0062,YF09,12,-145.7015556,-0.25,0.215189873,0.556962025,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.7015556,66.707]}"
LC08_070013_20160905_22,9/5/16,0.395061728,-0.263636364,3.413,-0.0058191,40710,0.0072,Twelvemile Lake,21,-145.54564,-0.433628319,0.345454545,0.472727273,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.54564,66.44966]}"
LC08_070013_20160905_21,9/5/16,0.5,0.01369863,1.17,-0.00384306,41167.39583,0.0041,Buddy Lake,20,-145.44285,-0.333333333,0.438356164,0.643835616,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.44285,66.43065]}"
LC08_070013_20160905_25,9/5/16,0.284153005,-0.380952381,1.164,-0.01082544,40711,0.0207,YF02,24,-145.866087,-0.557446809,0.178571429,0.345238095,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.866087,66.538895]}"
LC08_070013_20160905_8,9/5/16,1.153846154,-0.051282051,0.268,-0.00433136,40707,0.0042,YF04,7,-146.186808,0.071428571,0.461538462,0.615384615,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.186808,66.501153]}"
LC08_070013_20160905_7,9/5/16,0.52,-0.170940171,2.832,-0.00966834,40710,0.0019,Canvasback Lake,6,-146.358557,-0.315789474,0.837606838,0.683760684,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.358557,66.384025]}"
LC08_070013_20160905_18,9/5/16,0.559322034,-0.134831461,1.627,-0.004911,40711,0.0048,YF08,17,-145.558603,-0.282608696,0.460674157,0.528089888,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.558603,66.703426]}"
LC08_070013_20160905_11,9/5/16,0.484375,-0.318181818,1.625,-0.00422432,41165.40625,0.0066,YF18,10,-145.7885278,-0.347368421,0.25,0.409090909,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-145.7885278,66.7845]}"
LC08_070014_20160617_5,6/17/16,2.101694915,0.175675676,0.747,-0.01868198,41166.73264,8.00E-04,Sands of Time,4,-147.544,0.355191257,0.963963964,0.972972973,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.544,66.0339167]}"
LC08_070014_20160617_23,6/17/16,1.658385093,0.177339901,4.229,-0.01794078,41166.6875,-0.001,Twin Lake,22,-147.493,0.247663551,1.049261084,0.97044335,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.493,66.1859722]}"
LC08_070014_20160617_24,6/17/16,1.625,0.284,0.557,-0.022515,41166.64583,-0.0032,Shack Lake,23,-148.114,0.238095238,1.128,1.052,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-148.114,66.29375]}"
LC08_070014_20160617_19,6/17/16,1.175757576,-0.054644809,1.292,-0.01565525,40711,0.0023,YF14,18,-146.948035,0.080779944,0.87431694,0.846994536,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_070014_20160617_2,6/17/16,1.159340659,-0.027027027,0.155,-0.01629298,40707,0.0063,Lake_1-46-3,1,-146.774584,0.073791349,0.716216216,0.792792793,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.774584,66.204813]}"
LC08_070014_20160617_14,6/17/16,1.602564103,0.174311927,0.288,-0.00855925,40707,0.0012,Lake_1-46-2,13,-146.790458,0.231527094,0.889908257,0.889908257,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.790458,66.195409]}"
LC08_070014_20160617_3,6/17/16,1.474747475,0.158730159,0.781,-0.01111272,40711,-3.00E-04,Abraham Lake,2,-146.719589,0.191836735,1.023809524,0.944444444,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.719589,66.188766]}"
LC08_070014_20160617_15,6/17/16,0.814569536,-0.114583333,3.331,-0.01293352,40345,0.0074,Ninemile Lake,14,-146.660943,-0.102189781,0.614583333,0.671875,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.660943,66.185801]}"
LC08_070014_20160617_9,6/17/16,1.147540984,0.161904762,4.555,-0.00670615,40710,0.0029,Scoter Lake,8,-146.411736,0.06870229,0.723809524,0.742857143,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.411736,66.235088]}"
LC08_070014_20160617_6,6/17/16,1.271186441,0.098901099,0.734,-0.00628352,40710,0.0022,Boot Lake,5,-146.27048,0.119402985,0.758241758,0.747252747,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.27048,66.07318]}"
LC08_070014_20160617_20,6/17/16,0.814814815,-0.210526316,0.988,-0.0070632,41167.44097,0.0032,Thumb Lake,19,-146.144,-0.102040816,0.663157895,0.642105263,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.144,66.17525]}"
LC08_070014_20160617_16,6/17/16,2.418604651,0.266666667,0.501,-0.004925,41167.5625,0.0018,West Crazy Lake,15,-146.596,0.414965986,0.76,0.84,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.596,65.9286111]}"
LC08_070014_20160617_4,6/17/16,1.505154639,0.253012048,0.967,-0.0111182,40342,0.0033,Greenpepper Lake,3,-146.731136,0.201646091,0.801204819,0.837349398,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.731136,66.095279]}"
LC08_070014_20160921_5,9/21/16,0.735294118,0.024193548,0.747,-0.00955696,41166.73264,0.003,Sands of Time,4,-147.544,-0.152542373,0.758064516,0.846774194,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.544,66.0339167]}"
LC08_070014_20160921_23,9/21/16,0.937823834,0.230769231,4.229,-0.02188782,41166.6875,-0.0044,Twin Lake,22,-147.493,-0.032085561,1.199095023,1.104072398,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.493,66.1859722]}"
LC08_070014_20160921_14,9/21/16,1.623376623,-0.777777778,0.288,-0.0018167,40707,0.013,Lake_1-46-2,13,-146.790458,0.237623762,-0.444444444,0.077777778,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.790458,66.195409]}"
LC08_070014_20160921_3,9/21/16,1.025974026,-0.207317073,0.781,-0.0051639,40711,0.0054,Abraham Lake,2,-146.719589,0.012820513,0.341463415,0.731707317,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.719589,66.188766]}"
LC08_070014_20160921_20,9/21/16,1.321867322,-0.272076372,0.988,-0.03165471,41167.44097,0.0135,Thumb Lake,19,-146.144,0.138624339,0.677804296,0.69928401,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.144,66.17525]}"
LC08_070014_20160921_16,9/21/16,1.308724832,-0.042168675,0.501,-0.01445366,41167.5625,0.0016,West Crazy Lake,15,-146.596,0.13372093,0.903614458,0.855421687,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.596,65.9286111]}"
LC08_071013_20160608_24,6/8/16,1.223880597,0.420560748,0.557,-0.00919884,41166.64583,-0.0014,Shack Lake,23,-148.114,0.100671141,1.130841121,1.046728972,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-148.114,66.29375]}"
LC08_071013_20160608_19,6/8/16,0.793103448,0.629464286,1.292,-0.0236412,40711,-0.0126,YF14,18,-146.948035,-0.115384615,1.5625,1.276785714,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_071013_20160624_5,6/24/16,2.391304348,0.222222222,0.747,-0.0025766,41166.73264,0.0016,Sands of Time,4,-147.544,0.41025641,0.644444444,0.733333333,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.544,66.0339167]}"
LC08_071013_20160624_23,6/24/16,1.216216216,0.163636364,4.229,-0.00430215,41166.6875,5.00E-04,Twin Lake,22,-147.493,0.097560976,0.909090909,0.836363636,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.493,66.1859722]}"
LC08_071013_20160624_24,6/24/16,1.466666667,0.571428571,0.557,-0.00435688,41166.64583,-9.00E-04,Shack Lake,23,-148.114,0.189189189,1.183673469,1.183673469,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-148.114,66.29375]}"
LC08_071013_20160624_19,6/24/16,0.461538462,-0.359649123,1.292,-0.00747558,40711,0.0065,YF14,18,-146.948035,-0.368421053,0.429824561,0.552631579,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_071013_20160710_19,7/10/16,0.79245283,0.066666667,1.292,-0.0105245,40711,0.0039,YF14,18,-146.948035,-0.115789474,0.74,0.773333333,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-146.948035,66.227703]}"
LC08_071013_20160726_5,7/26/16,1.084210526,0.602739726,0.747,-0.01485324,41166.73264,-0.0065,Sands of Time,4,-147.544,0.04040404,1.445205479,1.253424658,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-147.544,66.0339167]}"
