system:time_start,Lake_1-46-3,Abraham Lake,Greenpepper Lake,Sands of Time,Boot Lake,Canvasback Lake,YF04,Scoter Lake,YF03,YF18,YF17,YF09,Lake_1-46-2,Ninemile Lake,West Crazy Lake,YF20,YF08,YF14,Thumb Lake,Twelvemile Lake,Twin Lake,Shack Lake,YF02,Buddy Lake
"Sep 5, 2016",0.013,0.002,0.135,,0.024,0.016,0.014,0.003,0.012,0.012,0.048,0.012,-0.012,-0.014,,0.015,0.013,0.013,0.017,0.013,0.014,0.017,0.017,0.085
"Sep 5, 2016",0.012,0.001,0.136,0.16,0.024,,,0.003,,,,,-0.012,-0.014,0.17,,,0.013,0.019,,0.014,0.017,,
"Sep 7, 2016",,,,,,,0.018,,0.011,0.012,,0.01,,,,0.021,0.01,,,0.026,,,0.02,0.084
"Sep 7, 2016",,0.012,0.01,,0.009,0.015,0.017,0.011,,,0.27,,,0.016,0.007,0.021,,,0.022,0.026,,,0.02,0.089
"Sep 14, 2016",0.234,0.248,0.211,0.457,0.415,0.389,,0.234,,,0.336,,0.379,0.17,0.275,,,0.238,0.293,,0.329,0.5,,
"Sep 21, 2016",0.162,0.011,-0.018,,0.024,-0.011,0.007,0.065,-0.009,0.12,0.027,0.016,0.005,0.12,,-0.008,0.007,0.016,0.006,0.008,0.017,0.009,0.01,0.036
"Sep 21, 2016",0.163,0.011,-0.02,0.009,0.023,,,0.065,,,,,0.005,0.121,-0.011,,,0.015,0.007,,0.017,0.009,,
"Sep 23, 2016",,,,,,,0.382,,0.386,0.301,,0.261,,,,0.495,0.342,,,0.322,,,0.41,0.56
"Sep 23, 2016",,0.538,0.226,,0.382,0.216,0.382,0.36,,,0.183,,,0.521,0.413,0.494,,,0.443,0.323,,,0.41,0.56
"Sep 30, 2016",,,,,,0.261,0.034,0.022,-0.006,0.057,-0.024,0.091,,,,0.02,0.026,,0.015,0.058,,,0.034,0.021
"Sep 30, 2016",0.012,0.015,0.009,0.023,0.006,0.261,,0.023,,,-0.024,,0.01,0.016,0.02,,,0.011,0.015,,0.03,0.047,,
"Oct 7, 2016",0.217,0.203,0.188,,0.16,0.143,0.151,0.152,0.083,0.078,0.131,0.082,0.214,0.182,,0.113,0.084,0.2,0.134,0.114,0.31,0.212,0.086,0.115
"Oct 7, 2016",0.217,0.203,0.188,0.245,0.16,,,0.152,,,,,0.215,0.182,0.116,,,0.2,0.134,,0.31,0.212,,
"Oct 9, 2016",,,,,,,0.012,,0.01,0.006,,0.006,,,,0.015,0.005,,,0.006,,,0.007,0.007
"Oct 9, 2016",,0.017,0.006,,0.004,0.006,0.012,0.007,,,0.053,,,0.017,0.007,,,,0.012,0.006,,,0.007,0.007
"Oct 14, 2016",,,,0.004,,,,,,,,,,,,,,0.005,,,0.005,0.004,,
"Oct 14, 2016",,,,0.004,,,,,,,,,,,,,,,,,,,,
